"PC";"LocalIP";"LocalPort";"RemoteIP";"RemotePort";"RemoteServer";"State";"PID";"Process"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.229";"53349";"R308.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.229";"57013";"R308.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.241";"49962";"Non resolu";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.241";"49963";"Non resolu";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.242";"49868";"R317.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.242";"49869";"R317.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.249";"49960";"R302.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.249";"52893";"R302.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.250";"49954";"R303.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.250";"58635";"R303.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.251";"49973";"R312.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.251";"49974";"R312.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.253";"49960";"R307.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"443";"10.109.50.253";"54331";"R307.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"58671";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58361";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"TimeWait";"0";"Idle"
"PAPSRPA003";"10.109.71.108";"62056";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"62050";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4176";"w3wp"
"PAPSRPA003";"10.109.71.108";"62024";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4772";"w3wp"
"PAPSRPA003";"10.109.71.108";"59218";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"59208";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"59030";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"TimeWait";"0";"Idle"
"PAPSRPA003";"10.109.71.108";"50001";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"372";"java"
"PAPSRPA003";"10.109.71.108";"58939";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58938";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58940";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"TimeWait";"0";"Idle"
"PAPSRPA003";"10.109.71.108";"58936";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58668";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"TimeWait";"0";"Idle"
"PAPSRPA003";"10.109.71.108";"58740";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"TimeWait";"0";"Idle"
"PAPSRPA003";"10.109.71.108";"58937";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58752";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"62065";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58832";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4176";"w3wp"
"PAPSRPA003";"10.109.71.108";"58894";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"800";"w3wp"
"PAPSRPA003";"10.109.71.108";"58935";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58801";"10.109.71.106";"1433";"PSQLRPA001.ca-titres.fr";"Established";"4304";"w3wp"
"PAPSRPA003";"10.109.71.108";"58441";"10.109.71.128";"443";"PSCAEDR002.ca-titres.fr";"Established";"5420";"SentinelAgent"
"PAPSRPA003";"10.109.71.108";"59221";"10.109.71.29";"33354";"PFSRRPA002.ca-titres.fr";"TimeWait";"0";"Idle"
"PAPSRPA003";"10.109.71.108";"59224";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"59227";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"59228";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"59226";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"PAPSRPA003";"10.109.71.108";"59232";"20.50.88.241";"443";"Non resolu";"SynSent";"4304";"w3wp"
