"PC";"LocalIP";"LocalPort";"RemoteIP";"RemotePort";"RemoteServer";"State";"PID";"Process"
"RAPSRPA003";"10.109.56.34";"63400";"10.109.230.33";"1433";"RSQLRPA001.ca-titres.fr";"Established";"4276";"w3wp"
"RAPSRPA003";"10.109.56.34";"53511";"10.109.230.33";"1433";"RSQLRPA001.ca-titres.fr";"Established";"4276";"w3wp"
"RAPSRPA003";"10.109.56.34";"53413";"10.109.230.33";"1433";"RSQLRPA001.ca-titres.fr";"Established";"4276";"w3wp"
"RAPSRPA003";"10.109.56.34";"3389";"10.109.230.75";"49183";"agamemnon.ca-titres.fr";"Established";"956";"svchost"
"RAPSRPA003";"10.109.56.34";"3389";"10.109.230.75";"49186";"agamemnon.ca-titres.fr";"Established";"956";"svchost"
"RAPSRPA003";"10.109.56.34";"53790";"10.109.231.100";"443";"PEPMIVA020.ca-titres.fr";"TimeWait";"0";"Idle"
"RAPSRPA003";"10.109.56.34";"53852";"10.109.231.100";"443";"PEPMIVA020.ca-titres.fr";"TimeWait";"0";"Idle"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.151";"49959";"R201.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.151";"50087";"R201.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.152";"49956";"R204.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.152";"50027";"R204.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.249";"50120";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.249";"50121";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.250";"50315";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.250";"57885";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.251";"50119";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.251";"50120";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.252";"49953";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"443";"10.109.52.252";"50123";"Non resolu";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"53813";"10.109.56.37";"33354";"rapsrpa004.ca-titres.fr";"TimeWait";"0";"Idle"
"RAPSRPA003";"10.109.56.34";"53845";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"53844";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"53843";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"53841";"10.109.71.80";"445";"PFSRSMB006.ca-titres.fr";"Established";"4";"System"
"RAPSRPA003";"10.109.56.34";"53856";"23.11.41.157";"80";"a23-11-41-157.deploy.static.akamaitechnologies.com";"SynSent";"7524";"proxyhost"
"RAPSRPA003";"10.109.56.34";"53854";"23.11.41.157";"80";"a23-11-41-157.deploy.static.akamaitechnologies.com";"SynSent";"7524";"proxyhost"
"RAPSRPA003";"10.109.56.34";"53859";"23.11.41.157";"80";"a23-11-41-157.deploy.static.akamaitechnologies.com";"SynSent";"7524";"proxyhost"
"RAPSRPA003";"10.109.56.34";"53857";"40.126.31.71";"443";"Non resolu";"SynSent";"404";"svchost"
"RAPSRPA003";"10.109.56.34";"53858";"40.126.31.71";"443";"Non resolu";"SynSent";"404";"svchost"
